Date,Time,Level,Direction,Rate of Increase,Rate of Decrease,Time to Overflow,Time to Low Level,Minimum Level,Maximum Level
2023-11-19,15:32:29,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:32:39,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:32:50,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:00,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:10,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:21,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:31,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:41,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:33:52,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:02,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:13,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:23,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:33,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:43,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:34:54,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:04,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:14,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:25,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:35,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:45,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:35:56,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:36:06,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:36:16,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:36:27,2.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:36:37,2.7,stagnant,0.00 ft/hour,0.00 ft/hour,Not Ready,Not Ready,8,1
2023-11-19,15:36:47,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:36:58,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:37:08,2.7,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:37:18,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:37:28,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:37:39,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:37:49,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:37:59,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:38:10,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:38:20,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:38:30,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:38:41,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:38:51,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:01,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:12,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:22,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:33,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:43,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:39:53,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:40:03,2.7,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:40:14,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:40:24,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:40:34,2.7,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:40:45,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:40:55,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:41:05,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:41:15,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:41:26,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:41:36,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:41:46,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:41:57,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:07,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:18,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:28,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:38,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:49,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:42:59,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:43:09,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:43:19,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:43:30,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:43:40,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:43:50,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:44:01,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:44:11,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:44:21,2.8,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:44:31,2.8,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:44:42,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:44:52,2.9,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:45:02,2.9,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:45:12,2.9,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:45:22,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:45:33,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:45:43,2.9,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:45:53,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:03,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:14,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:24,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:34,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:45,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:46:55,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:05,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:16,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:26,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:36,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:47,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:47:57,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:48:08,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:48:18,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:48:28,2.9,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:48:38,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:48:49,3.0,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:48:59,2.9,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:49:09,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:49:19,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:49:30,3.0,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:49:40,3.0,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:49:50,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:50:00,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:50:11,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:50:21,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:50:31,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:50:41,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:50:52,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:02,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:13,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:23,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:33,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:43,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:51:54,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:04,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:14,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:25,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:35,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:45,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:52:55,3.0,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:53:06,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:53:16,3.0,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:53:26,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:53:36,3.1,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:53:47,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:53:57,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:54:07,3.1,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:54:17,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:54:28,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:54:38,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:54:48,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:54:59,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:55:09,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:55:20,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:55:30,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:55:40,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:55:51,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:02,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:13,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:23,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:34,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:45,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:56:56,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:06,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:16,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:26,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:37,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:47,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:57:58,3.1,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:58:08,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,15:58:19,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:58:30,3.2,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,15:58:40,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:58:50,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:00,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:10,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:21,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:31,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:41,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,15:59:51,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:00:02,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:00:12,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:00:22,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:00:33,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:00:43,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:00:53,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:03,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:13,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:24,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:34,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:44,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:01:54,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:02:05,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:02:15,3.2,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:02:25,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:02:35,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,17,8,1
2023-11-19,16:02:46,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:02:56,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:03:07,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:03:17,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:03:28,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:03:38,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:03:48,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:03:59,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:04:10,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:04:20,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:04:31,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:04:45,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:04:56,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:05:07,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:05:17,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:05:27,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:05:38,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:05:49,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:05:59,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:06:09,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:06:20,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:06:30,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:06:41,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:06:51,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:07:01,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:07:11,3.3,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:07:22,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:07:32,3.3,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:07:42,3.4,stagnant,0.00 ft/hour,0.00 ft/hour,Not Ready,Not Ready,8,1
2023-11-19,16:07:52,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:03,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:13,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:23,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:33,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:44,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:08:54,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:04,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:15,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:25,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:35,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:46,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:09:56,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:10:06,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:10:16,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:10:27,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:10:37,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:10:47,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:10:58,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:11:08,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:11:18,3.4,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:11:28,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:11:39,3.5,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:11:49,3.4,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:11:59,3.5,stagnant,0.00 ft/hour,0.00 ft/hour,Not Ready,Not Ready,8,1
2023-11-19,16:12:10,3.5,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:12:20,3.5,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:12:30,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:12:40,3.5,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:12:51,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:01,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:11,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:22,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:32,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:42,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:13:52,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:03,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:13,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:24,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:34,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:44,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:14:54,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:15:05,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,19,8,1
2023-11-19,16:15:15,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:15:25,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:15:36,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:15:46,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:15:56,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:16:07,3.6,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:16:17,3.5,decreasing,0.00 ft/hour,2.40 ft/hour,Not Ready,18,8,1
2023-11-19,16:16:27,3.5,decreasing,0.00 ft/hour,1.20 ft/hour,Not Ready,20,8,1
2023-11-19,16:16:38,3.6,stagnant,0.00 ft/hour,0.00 ft/hour,Not Ready,Not Ready,8,1
